pseudo_id,labels,n_frames,n_labels
b6dw,"[0, 1, 35, 134]",156,4
6Sdw,"[21, 23, 269]",214,3
Dadw,[1649],265,1
QQdw,"[15, 18, 96, 170, 314]",148,5
6Ddw,[94],162,1
vAdw,"[3, 4, 6]",171,3
tedw,"[2, 7, 83]",156,3
9fdw,"[0, 1, 27]",300,3
wodw,"[50, 65]",300,2
K1dw,"[2, 7, 165, 172, 1930]",300,5
c4dw,"[3, 4, 9, 10, 13]",300,5
w9dw,[8],279,1
x6dw,"[0, 1, 35, 48, 85, 177, 180]",256,7
ztdw,[561],149,1
AJdw,"[5, 84, 1939]",202,3
oNdw,"[2, 7, 83, 541]",300,4
e1dw,"[15, 49, 194, 555]",157,4
bQdw,"[8, 201]",300,2
c5dw,"[0, 1, 19, 1146]",285,4
rCdw,"[0, 1, 124, 1370]",192,4
hkdw,"[5, 84, 169]",182,3
pkdw,[4],299,1
5Ddw,"[92, 161, 369, 884]",188,4
kEdw,"[11, 22, 29, 32, 1209, 1764, 1766]",157,7
1Kdw,"[3, 4, 6, 10, 13, 28, 33, 38]",264,8
I8dw,"[2, 44, 46]",206,3
sbdw,[3],282,1
Ihdw,"[8, 2117]",192,2
1idw,"[4, 9]",214,2
Sddw,"[2, 17, 19, 394]",129,4
6qdw,"[25, 42, 487]",177,3
xldw,"[11, 29, 32, 692]",300,4
EYdw,"[2, 7, 1372]",242,3
sSdw,"[0, 1, 893]",300,3
4Adw,[66],226,1
Stdw,"[2, 30, 55]",213,3
Ymdw,"[0, 1, 69, 236, 404, 568]",193,6
3udw,"[4, 47, 348]",237,3
nWdw,"[5, 618]",263,2
c2dw,[3],247,1
Pydw,"[82, 118]",124,2
zUdw,[5],184,1
6udw,"[0, 1, 35, 337, 1116, 2120]",300,6
H6dw,"[2, 30, 284, 638]",300,4
Xydw,"[3, 4, 6]",300,3
vldw,[827],191,1
ctdw,"[26, 136, 194, 293, 527, 1132, 1208, 3291, 3322]",233,9
kOdw,[313],128,1
xmdw,"[0, 1, 35, 124, 287]",300,5
78dw,"[5, 49, 919]",128,3
Bedw,[41],267,1
wtdw,"[2, 44, 46, 107, 109, 114, 138, 145, 602]",300,9
nCdw,"[5, 84]",219,2
U1dw,"[28, 33, 38, 78, 86, 257, 553]",300,7
wvdw,"[0, 1, 1047]",300,3
ZCdw,[210],201,1
C0dw,[8],197,1
0fdw,"[9, 10, 34]",251,3
66dw,"[2, 30]",151,2
IJdw,"[15, 96, 1812]",213,3
2ndw,"[3, 6]",195,2
nqdw,"[4, 10, 31, 47, 54]",300,5
qXdw,"[2, 7, 305]",300,3
tDdw,[13],260,1
YCdw,[3],186,1
E9dw,"[5, 81]",224,2
Jzdw,"[26, 292, 466, 527]",300,4
MEdw,"[9, 10, 34]",145,3
oWdw,"[46, 230]",123,2
AHdw,"[15, 18, 67, 699]",300,4
p4dw,"[3, 4, 13, 54]",189,4
azdw,"[0, 1, 36, 147, 185]",187,5
hQdw,"[2, 7]",190,2
J2dw,"[2, 7, 104, 344, 1498, 3460]",198,6
hgdw,"[73, 288, 322]",154,3
Tpdw,"[21, 23, 24, 74, 115, 131, 1222]",162,7
zWdw,[852],172,1
Tddw,"[15, 18, 96, 463, 708, 2298]",256,6
COdw,"[1004, 1344]",300,2
LNdw,"[26, 189, 199]",224,3
J9dw,"[3, 4, 9, 28, 33, 38]",300,6
7Sdw,"[6, 8]",186,2
Wodw,"[3, 8]",225,2
7Bdw,"[282, 1338]",147,2
Sidw,"[11, 20, 22, 29, 32, 123, 406]",300,7
Ridw,"[0, 1, 124, 153, 1026]",300,5
k9dw,"[0, 1, 5, 234, 628]",158,5
I6dw,[31],204,1
5edw,"[5, 16, 2056]",300,3
cBdw,"[3, 6]",229,2
sUdw,[14],186,1
yudw,"[40, 74, 131, 209]",300,4
YPdw,"[17, 19, 55, 448, 1073, 1197]",300,6
ZAdw,"[0, 1, 5, 81]",300,4
4tdw,"[5, 16]",300,2
PEdw,"[105, 294]",126,2
GRdw,"[2, 30, 55]",233,3
XUdw,"[179, 667, 1009, 1550]",256,4
bZdw,[14],248,1
JYdw,"[1615, 2476]",205,2
19dw,"[0, 18, 67, 1454]",300,4
GJdw,"[5, 16, 144, 190, 384, 1080]",174,6
gddw,"[8, 13, 164]",150,3
86dw,"[5, 16, 328, 1996]",300,4
B4dw,"[3, 4, 6, 10, 13, 28, 33, 38]",300,8
G9dw,"[0, 1]",222,2
kDdw,"[2, 7, 26]",196,3
uvdw,"[0, 1, 35, 134]",226,4
9Zdw,"[246, 520, 658]",300,3
ILdw,"[3, 6, 8, 13]",219,4
3Cdw,"[327, 587, 1347]",230,3
Q1dw,"[61, 1059]",300,2
3Ndw,[12],126,1
mQdw,[14],181,1
DSdw,"[5, 16, 25, 136]",147,4
iJdw,[828],131,1
ikdw,"[0, 24, 74, 131]",167,4
YKdw,"[3, 4, 6]",300,3
Oidw,[282],124,1
Vtdw,[9],190,1
ljdw,"[0, 1, 36, 142]",300,4
zMdw,[193],119,1
AVdw,"[3, 4, 10, 13, 33, 54]",272,6
Ykdw,"[0, 1, 153, 719]",296,4
sRdw,"[49, 80, 127, 277, 986]",300,5
PLdw,"[0, 1, 36, 132]",241,4
INdw,[226],125,1
6cdw,"[6, 14]",300,2
OCdw,[2],142,1
yvdw,"[0, 1, 19, 258, 1717]",300,5
JRdw,"[5, 16, 136]",300,3
2Zdw,[1578],237,1
Endw,"[0, 1, 183]",244,3
3Adw,"[0, 1, 929, 2381, 3047]",300,5
KEdw,[71],248,1
a4dw,"[15, 964, 990, 1526]",184,4
6Fdw,"[0, 1, 19, 48, 258, 926, 1054]",228,7
KIdw,"[160, 231, 273, 299, 888]",281,5
Xfdw,"[2, 44, 46, 664, 800, 908, 965]",132,7
q9dw,"[0, 1, 1296]",300,3
8pdw,"[39, 50, 503, 850, 931]",300,5
o3dw,[60],161,1
OJdw,"[2, 17, 30, 837]",238,4
zbdw,"[0, 60, 1056]",278,3
vhdw,[311],197,1
ildw,"[15, 18, 87]",160,3
Z4dw,"[2, 7, 198, 563, 1252, 1460]",174,6
IFdw,[5],222,1
NVdw,"[39, 50, 65, 933]",300,4
5adw,"[66, 205, 293]",300,3
rwdw,"[28, 33, 38, 78, 86]",254,5
fAdw,"[14, 238]",161,2
F5dw,"[0, 1, 180]",218,3
zXdw,[3],286,1
ZHdw,[329],300,1
9Ddw,"[0, 1, 63, 1296]",300,4
bXdw,[3],239,1
Yldw,"[11, 2362]",300,2
4Fdw,"[39, 66]",300,2
Zedw,"[2, 135, 3411]",229,3
0Cdw,"[74, 187, 461]",158,3
PWdw,"[21, 23, 73, 504]",223,4
j3dw,"[4, 9, 10, 34]",200,4
5Pdw,"[2, 43, 60, 76]",152,4
TLdw,"[1, 21, 24, 106, 3663]",138,5
8ndw,"[0, 1, 5, 35, 309, 943, 1018]",300,7
Midw,"[3, 4, 6, 9, 13, 33]",300,6
Z3dw,"[0, 1, 5, 81, 108, 2112, 3488]",165,7
zSdw,"[43, 60, 101]",300,3
ASdw,"[11, 20, 22, 29, 32, 120, 221, 604, 752]",172,9
HAdw,"[0, 1, 27, 192]",177,4
gydw,"[329, 1867]",131,2
V6dw,"[43, 60, 549, 693, 906]",195,5
4Mdw,[3],300,1
XVdw,"[31, 40, 47, 2191]",292,4
4hdw,"[5, 16, 144, 190, 384, 925, 1080]",234,7
L4dw,"[341, 652, 763]",300,3
fidw,"[0, 27]",165,2
UVdw,"[2, 7]",300,2
dAdw,"[2, 30, 55, 608]",300,4
gEdw,"[68, 72, 151]",122,3
Q8dw,"[11, 229, 1675]",300,3
K8dw,[14],270,1
Qadw,"[0, 12]",300,2
Kfdw,"[21, 758]",185,2
QPdw,"[0, 27]",156,2
rPdw,"[81, 782, 2758]",217,3
ocdw,[8],177,1
5Zdw,[4],252,1
RWdw,"[0, 1, 644, 797, 847, 2642, 2689]",300,7
fgdw,"[89, 428]",289,2
8Ndw,"[2, 7, 235, 1435]",135,4
Jpdw,"[8, 89, 136, 175, 201, 647]",300,6
jLdw,"[308, 660]",300,2
nMdw,"[0, 1, 319]",277,3
asdw,"[48, 1531]",181,2
qidw,[5],140,1
rVdw,[939],192,1
b8dw,[13],152,1
smdw,"[0, 1, 395, 2498, 2713]",197,5
0Vdw,[8],300,1
05dw,"[0, 1, 273]",300,3
1Xdw,"[2, 17, 19, 30, 55, 272, 408, 837]",271,8
iDdw,[21],296,1
V4dw,[846],168,1
pRdw,"[0, 27]",201,2
nGdw,[319],300,1
O6dw,"[28, 33, 38, 78, 86]",163,5
TVdw,"[0, 1]",271,2
Z2dw,"[0, 1, 153]",293,3
Nddw,"[46, 107, 109, 114, 155]",235,5
mCdw,"[50, 65, 1527]",264,3
1bdw,"[3, 6, 8]",300,3
0ldw,[0],300,1
WXdw,"[18, 43, 59, 60, 101]",300,5
VIdw,"[0, 12]",253,2
pzdw,"[60, 1615]",144,2
xXdw,"[31, 40, 47, 348]",300,4
gJdw,"[2, 19, 30, 55]",215,4
jXdw,[39],127,1
xvdw,"[210, 685]",127,2
lydw,"[52, 125]",263,2
qtdw,"[21, 23]",193,2
9Fdw,"[141, 396]",270,2
nsdw,"[9, 10, 34, 37]",179,4
Sbdw,"[0, 1, 27]",300,3
IjeA,"[15, 18, 59, 1511]",229,4
WjeA,[3],300,1
rweA,"[2, 7, 83]",220,3
ySeA,"[82, 103, 118]",150,3
8qeA,"[4, 14]",300,2
HzeA,"[12, 237]",295,2
2MeA,"[26, 453]",228,2
ldeA,"[1, 25]",300,2
mceA,"[3, 4, 13]",208,3
rVeA,[300],176,1
W7eA,"[0, 52, 70, 125]",208,4
HYeA,[8],265,1
daeA,"[3, 4, 10, 13, 41, 54]",300,6
LHeA,[14],240,1
CCeA,"[11, 20, 22]",297,3
G7eA,"[3, 13]",300,2
wfeA,"[2, 7, 17, 19, 128, 129, 3247]",271,7
XReA,"[2, 30]",145,2
nleA,"[0, 1, 5, 69, 744]",300,5
9BeA,"[15, 363, 1816]",275,3
HieA,"[29, 32, 370, 564, 3175]",265,5
PPeA,"[400, 952]",292,2
ZweA,[9],172,1
kGeA,"[39, 181, 216, 222, 249]",300,5
IBeA,"[21, 23, 53, 58]",125,4
RveA,"[0, 1, 223, 438]",300,4
dWeA,"[4, 9, 10, 34, 970]",128,5
PDeA,"[3, 6]",300,2
6neA,"[9, 10, 550]",173,3
KleA,"[50, 65]",211,2
l0eA,"[15, 502, 619]",300,3
h1eA,"[2, 30, 55]",300,3
fReA,"[2, 7, 48, 116, 224, 267, 691]",254,7
t2eA,"[6, 8]",232,2
F9eA,[39],139,1
LreA,[12],218,1
w8eA,[4],213,1
7teA,"[64, 149]",132,2
BReA,"[3, 4]",250,2
D9eA,"[31, 40, 47, 57, 117]",142,5
LZeA,[31],140,1
4KeA,"[0, 8]",300,2
vkeA,[61],210,1
qzeA,"[401, 750]",229,2
b5eA,"[1, 623, 2174]",188,3
pBeA,"[82, 103, 346, 350, 537]",223,5
j3eA,[14],212,1
GpeA,"[5, 1802]",136,2
fEeA,[11],255,1
0ceA,"[21, 23, 24, 73, 74, 131, 209, 554]",300,8
gzeA,[85],245,1
4xeA,"[2, 7]",121,2
CteA,[14],207,1
2yeA,"[3, 4, 13]",264,3
KdeA,"[2, 7, 2371]",156,3
pqeA,"[53, 58]",231,2
fAeA,"[0, 245, 352, 1185]",144,4
jzeA,"[0, 1, 27]",285,3
FKeA,"[21, 23, 775]",137,3
eAeA,[8],300,1
9YeA,"[4, 13, 41]",225,3
pmeA,"[0, 12]",300,2
ubeA,"[15, 18, 87]",137,3
AmeA,"[74, 131]",149,2
yueA,"[3, 6]",220,2
vOeA,"[3, 4, 6, 8, 13]",300,5
MaeA,"[0, 12]",264,2
WpeA,[1375],177,1
L9eA,"[482, 1290]",291,2
DteA,"[43, 60]",300,2
GNeA,"[133, 1027]",165,2
EUeA,"[400, 416, 1152, 1927]",144,4
0meA,"[0, 1, 42, 111]",300,4
bYeA,"[0, 1, 349, 1870]",165,4
BFeA,"[3, 4, 9, 13]",300,4
P1eA,"[2, 7, 171, 266, 1747, 1752]",124,6
1IeA,"[62, 3272]",300,2
PseA,[12],119,1
DSeA,"[1, 3091]",167,2
vbeA,"[26, 130, 189, 610, 741]",247,5
U1eA,"[0, 1, 3644]",291,3
OAeA,[654],127,1
FVeA,[71],231,1
a6eA,"[3, 4, 13, 41]",300,4
OXeA,[8],192,1
voeA,"[64, 90, 149]",208,3
HceA,"[6, 8]",300,2
53eA,"[2, 7, 30, 56, 172]",286,5
xoeA,"[0, 1, 105, 534, 3818]",300,5
xseA,"[15, 18, 67, 1711]",231,4
S4eA,"[28, 33, 38, 78, 86]",219,5
mBeA,[92],282,1
PgeA,"[182, 284, 392, 1387]",171,4
REeA,"[0, 1, 63, 450, 2478]",243,5
O3eA,"[0, 1, 42, 111]",133,4
sSeA,"[2, 76, 227, 446]",202,4
mveA,"[4, 9, 10, 34]",257,4
qteA,"[3, 6]",217,2
kpeA,"[2, 64, 90, 149]",229,4
64eA,"[6, 14]",254,2
uYeA,"[0, 1, 124, 317, 851]",270,5
9HeA,[146],144,1
PneA,"[3, 4, 9]",300,3
uoeA,"[11, 20, 22, 29, 32, 122, 123, 211, 307, 426, 444]",300,11
04eA,"[13, 1641]",142,2
4beA,"[181, 216, 222, 249]",300,4
XreA,[414],300,1
fpeA,"[4, 9, 10, 34]",274,4
DpeA,"[0, 1, 93, 102]",300,4
zxeA,"[82, 103, 118]",218,3
txeA,"[11, 20, 22, 29, 462, 637]",300,6
ONeA,"[1075, 1477]",272,2
2VeA,"[0, 1, 36, 124, 142, 185, 287, 317]",140,8
BBeA,"[11, 20, 32, 221]",300,4
VveA,"[0, 1, 42, 1384]",300,4
eheA,[3],300,1
ceeA,[342],166,1
zIeA,[3],258,1
2OeA,"[0, 1, 27]",300,3
rPeA,"[5, 16, 769]",143,3
fNeA,"[15, 178, 3017]",300,3
7leA,"[133, 630, 939, 1027]",142,4
uVeA,"[2, 7, 17, 48, 128, 1723, 1852]",143,7
a7eA,"[39, 121, 156, 1086]",300,4
nXeA,"[141, 247]",294,2
CkeA,"[3, 4, 10, 13, 54]",251,5
7QeA,"[5, 11, 29, 692, 1501]",210,5
IQeA,"[2, 7, 1628]",147,3
ozeA,"[82, 103, 118, 440]",228,4
r4eA,"[68, 72]",158,2
KmeA,"[2, 7, 83]",271,3
YEeA,"[11, 20, 29, 32, 211, 483]",168,6
8KeA,"[39, 66, 202, 233, 393]",268,5
TVeA,[39],300,1
efeA,"[0, 1, 5, 2037]",293,4
GQeA,"[5, 328]",218,2
oKeA,"[2, 7, 413, 1124, 2156]",141,5
nHeA,"[3, 6]",201,2
bdeA,"[5, 16, 81, 395]",240,4
4aeA,[39],218,1
zueA,"[0, 1, 124, 287, 317]",300,5
fleA,"[15, 18, 67, 699, 2256]",300,5
k1eA,"[9, 10, 34]",238,3
SmeA,"[66, 293, 1286]",133,3
I1eA,[200],275,1
0SeA,"[3, 310, 324]",252,3
gkeA,[1945],300,1
mGeA,"[11, 32, 112, 302, 2178]",300,5
CeeA,"[0, 1, 36, 367]",300,4
yweA,"[0, 1, 36, 94, 403, 423]",231,6
UOeA,"[0, 1]",228,2
JPeA,"[5, 49, 278]",300,3
38eA,"[2, 7, 26, 64, 149]",300,5
dyeA,"[3, 4, 31, 40, 47, 330]",300,6
QYeA,"[2, 30]",300,2
9KeA,[351],163,1
UaeA,"[21, 23, 24, 73]",144,4
c9eA,[201],254,1
BTeA,"[11, 877]",151,2
wpeA,[3],130,1
lxeA,"[146, 1934]",147,2
meeA,"[3, 5, 6]",300,3
laeA,"[4, 9, 10, 37]",242,4
kueA,"[1, 36, 185]",187,3
AAeA,[3],204,1
SueA,"[5, 533, 855, 2068]",271,4
vPeA,[225],209,1
tKeA,"[1, 309, 1018]",219,3
wHeA,[3822],139,1
8IeA,"[907, 1328]",246,2
TweA,"[15, 18, 67, 140, 1831]",236,5
sneA,[486],179,1
MHeA,"[14, 695, 1279]",124,3
SdeA,"[5, 16, 354]",204,3
cWeA,"[31, 40, 57, 117, 348, 1476]",233,6
4meA,"[11, 20, 229, 771, 1058]",247,5
6DeA,"[2, 7]",300,2
9weA,"[2, 7, 399]",209,3
JDeA,"[3, 4, 9]",247,3
YreA,"[5, 16]",147,2
2HeA,"[68, 72, 945]",181,3
k0eA,[640],300,1
2QeA,"[0, 1, 5, 1485]",295,4
R1eA,"[15, 18, 87]",300,3
LkeA,"[0, 1, 63, 70]",135,4
bzeA,"[422, 485, 1112]",224,3
CmeA,"[15, 1098]",180,2
S3eA,"[3, 4]",231,2
0leA,[14],142,1
gYeA,"[71, 152]",220,2
MAeA,"[0, 1, 5, 69]",262,4
ObeA,"[0, 1, 27]",262,3
yeeA,[1522],270,1
F4eA,"[62, 2562]",140,2
IIeA,[14],237,1
xjeA,"[0, 12]",247,2
RdeA,"[6, 8]",282,2
MOeA,[381],194,1
1GeA,"[0, 1, 19, 929, 3401]",159,5
LxeA,"[4, 9, 10, 37]",150,4
uteA,"[0, 1, 35, 85]",300,4
yPeA,[6],223,1
E0eA,[191],160,1
N9eA,"[15, 18, 67, 87, 160, 231]",164,6
MyeA,"[53, 58]",150,2
vxeA,"[11, 29, 692, 2938]",154,4
k5eA,"[3, 4, 13, 41]",300,4
ureA,"[0, 12]",232,2
IFeA,[712],182,1
RTeA,"[13, 168, 330, 565, 1001, 1799]",300,6
RyeA,"[0, 1, 36, 94]",148,4
oneA,"[82, 103, 118]",193,3
05eA,"[0, 1, 81, 108, 2112]",300,5
MGeA,"[2, 208]",161,2
2qeA,[8],203,1
WeeA,"[0, 79, 91]",300,3
SFeA,[61],293,1
WueA,"[31, 40, 47, 57, 117]",218,5
4zeA,"[5, 16]",171,2
jPeA,"[11, 20, 123, 176, 250, 462, 637, 683, 1643]",251,9
nBeA,"[6, 8]",164,2
qxeA,"[595, 660]",271,2
wXeA,"[82, 103, 118]",232,3
HCeA,"[3, 4, 13, 54]",277,4
NOeA,[66],233,1
L3eA,"[239, 686]",198,2
iFeA,"[402, 1238]",123,2
f2eA,"[0, 52, 70]",247,3
OZeA,[14],186,1
8xeA,"[0, 1, 3162]",300,3
IYeA,[3],279,1
YCeA,[6],270,1
DKeA,[179],211,1
YMeA,"[11, 20, 22, 29, 32, 679]",272,6
DUeA,[3],176,1
zweA,"[26, 466]",166,2
iyeA,[669],150,1
72eA,"[5, 16]",145,2
kFeA,"[0, 1, 19]",300,3
46eA,"[5, 16]",211,2
8deA,"[186, 296, 632]",291,3
lkeA,"[2, 17, 19, 30]",300,4
9feA,[260],300,1
FseA,[14],184,1
zPeA,"[0, 1, 105, 192, 331, 455]",190,6
HNeA,"[0, 1, 27]",211,3
kTeA,"[3, 4, 6]",172,3
SneA,"[570, 3724]",270,2
f9eA,"[11, 229, 749, 1058]",148,4
KCeA,[3],248,1
c4eA,"[5, 16, 244, 292]",156,4
qBeA,"[0, 82, 103, 118]",298,4
LAeA,[89],271,1
TZeA,"[21, 24, 343, 858]",176,4
fOeA,"[0, 1, 35, 134, 795]",300,5
PSeA,"[2, 44, 46, 107, 109, 114, 138, 155, 162, 854]",186,10
KEeA,[391],227,1
x7eA,"[5, 16, 25, 354, 1873]",168,5
AeeA,"[28, 33, 38, 78, 86, 257, 3192]",182,7
IDeA,"[39, 233, 420]",186,3
xteA,"[15, 262, 502, 619]",140,4
wveA,"[0, 1, 21, 23, 864, 1262]",300,6
0qeA,[39],300,1
ezeA,"[0, 1, 69, 236, 404, 2844]",153,6
nTeA,[8],300,1
XSeA,"[5, 16]",300,2
MFeA,"[6, 8]",272,2
b2eA,[750],300,1
TWeA,"[0, 93, 102, 449, 1193]",300,5
bleA,"[5, 49, 80, 265]",300,4
TPeA,"[200, 1375]",154,2
9peA,[14],186,1
jaeA,"[2, 871]",164,2
FZeA,"[0, 1, 25, 36, 142]",227,5
aBeA,[61],300,1
6keA,"[1, 1648]",146,2
VfeA,"[16, 864]",300,2
G9eA,"[0, 670]",300,2
cBeA,"[0, 1, 5, 69, 378, 1082]",300,6
KseA,"[2, 7, 116, 196, 297, 1397]",147,6
WceA,"[14, 48, 258, 1717]",300,4
3eeA,"[3, 13, 41, 99]",123,4
jHeA,"[5, 16, 25, 315, 2403]",122,5
dLeA,"[2, 30]",129,2
jFeA,"[6, 8]",198,2
iceA,"[89, 201]",300,2
RHeA,[14],300,1
tseA,"[194, 1367]",300,2
kLeA,"[0, 765]",230,2
q8eA,[205],139,1
lceA,"[0, 1, 183]",230,3
wzeA,"[46, 138, 162, 602, 965]",300,5
5peA,[14],206,1
5LeA,"[9, 10, 550]",202,3
lbeA,"[3, 4, 6]",300,3
P7eA,"[3, 13, 33, 54, 168]",281,5
ZLeA,"[28, 33, 38, 78, 86]",300,5
UGeA,"[0, 1, 35, 2226]",153,4
YleA,[14],223,1
6teA,"[0, 1, 35, 268, 665, 755, 1182]",300,7
LeeA,[180],173,1
VneA,"[4, 13, 164, 175]",225,4
1BeA,"[2, 7, 30, 55, 1592]",300,5
PCeA,"[0, 1, 27]",300,3
E5eA,"[17, 19, 443]",300,3
TzeA,"[0, 1, 27]",300,3
B3eA,"[0, 52]",269,2
N0eA,"[6, 8]",300,2
VheA,"[5, 16]",300,2
QOeA,[223],144,1
YFeA,"[1093, 1365]",172,2
cdeA,"[0, 1, 69, 236, 404, 568, 589, 1150]",300,8
BKeA,[126],169,1
gaeA,[9],278,1
YeeA,[61],133,1
RKeA,"[5, 16]",149,2
K8eA,"[21, 23, 24, 131]",126,4
8NeA,"[0, 12]",239,2
54eA,"[0, 42, 306]",266,3
MheA,"[5, 99]",290,2
Q8eA,"[398, 501]",131,2
GieA,"[0, 1, 35, 134]",252,4
vYeA,"[1, 887]",289,2
aleA,"[260, 2758]",268,2
iheA,"[74, 200, 275]",275,3
yUeA,[106],300,1
gDeA,"[2, 30, 55, 408, 515, 1083]",159,6
IHeA,"[8, 154]",134,2
yreA,[3],266,1
BXeA,"[5, 16, 1374]",164,3
HmeA,"[0, 1, 63, 335]",298,4
SheA,"[5, 49, 80, 127]",241,4
LjeA,"[11, 511, 3229]",300,3
0veA,"[17, 19, 48, 129]",262,4
sqeA,"[3, 4, 10]",208,3
JXeA,"[1, 349, 1813]",266,3
j1eA,"[2, 7, 90, 155, 1128, 2195]",166,6
HqeA,"[11, 1107, 1189, 1675, 3127, 3617]",130,6
JFeA,"[17, 19, 129]",130,3
VGeA,[3],183,1
7ueA,"[4, 9, 10, 34]",300,4
GbeA,"[2, 30]",146,2
loeA,"[6, 8, 13, 1727]",268,4
CweA,"[0, 1, 5, 150, 204]",236,5
QyeA,"[0, 1, 27]",300,3
wqeA,"[25, 84]",221,2
Y8eA,"[3, 4, 9, 28, 33, 38, 78]",264,7
DkeA,"[50, 65]",300,2
gNeA,[1090],237,1
cfeA,"[2, 7, 17, 19, 128, 174, 1324]",140,7
ateA,"[64, 113, 119]",283,3
z8eA,"[49, 201]",300,2
c1eA,"[385, 669]",149,2
XJeA,"[2, 75, 1029]",300,3
QZeA,"[4, 10, 31, 47, 97, 243, 278]",161,7
e6eA,"[1, 5, 395, 3589]",214,4
A1eA,[11],122,1
cHeA,"[1, 438]",173,2
CheA,"[4, 9, 10]",129,3
62eA,"[64, 113, 119, 186, 425]",280,5
hmeA,"[2, 30]",152,2
pkeA,"[15, 18, 26, 170]",151,4
Z1eA,"[133, 325]",285,2
wheA,"[31, 386, 3644]",252,3
6ZeA,"[0, 12]",194,2
U9eA,"[5, 16, 1697]",160,3
82eA,"[6, 8]",190,2
SXeA,"[0, 1, 27]",300,3
kneA,"[0, 1, 1957]",130,3
PieA,"[0, 139]",197,2
GueA,"[348, 389, 1357]",300,3
QweA,"[2, 45, 51, 56, 77, 137]",129,6
0EeA,[256],300,1
gveA,[8],124,1
2EeA,"[160, 231]",287,2
0xeA,"[40, 57, 117, 1800]",300,4
IReA,[110],300,1
yieA,"[2, 7, 500]",120,3
bEeA,[734],169,1
VoeA,[2660],273,1
KoeA,"[3, 4, 13]",158,3
RfeA,"[21, 23, 638]",235,3
WzeA,"[5, 16, 618]",300,3
sheA,"[14, 71, 152]",184,3
7zeA,"[199, 268, 682, 1464]",221,4
MZeA,"[0, 1, 36, 132, 185]",300,5
AYeA,"[31, 40, 57, 117]",260,4
sreA,"[2, 7]",160,2
N7eA,"[53, 58, 163, 232, 427]",300,5
RceA,"[39, 66]",300,2
n0eA,"[3, 4, 10, 13, 28, 33, 38]",167,7
ofeA,"[2, 45, 51, 56, 137, 456, 721, 1707]",258,8
X3eA,"[11, 229, 749]",300,3
OfeA,"[0, 1, 189, 741]",166,4
moeA,"[0, 5, 81]",300,3
0UeA,"[21, 23, 24]",201,3
sAeA,"[31, 40, 47, 57, 117]",154,5
FIeA,"[26, 199]",300,2
nGeA,"[74, 187]",139,2
QieA,[674],300,1
eVeA,"[53, 58, 163, 232, 427]",300,5
LbeA,"[15, 18, 67, 140, 2212]",155,5
iqeA,[1210],261,1
l3eA,"[0, 1, 5, 16, 1374]",300,5
zAeA,[79],186,1
CZeA,"[105, 331]",296,2
Q4eA,"[0, 1, 5, 378]",300,4
4MeA,[217],156,1
4ceA,"[4, 9, 10]",300,3
KceA,"[17, 19, 1447]",227,3
H0eA,"[0, 79, 91]",206,3
XEeA,"[5, 16, 1857, 3023]",300,4
9OeA,"[19, 53, 58]",177,3
ABeA,"[5, 731]",145,2
vreA,"[0, 1, 35]",300,3
rWeA,[2984],300,1
YoeA,[25],132,1
4keA,"[3, 4, 6, 9, 10, 2541]",300,6
eOeA,"[2, 44, 46, 64, 113, 119, 162, 908]",135,8
zreA,"[0, 1, 5]",133,3
K6eA,"[19, 53, 58, 214, 494]",300,5
7GeA,[1654],182,1
KpeA,"[3, 4, 6, 10]",249,4
2GeA,"[0, 12]",262,2
EVeA,"[21, 23, 24, 937]",300,4
qdeA,"[12, 312]",181,2
cmeA,"[3, 6]",193,2
JzeA,"[0, 1, 42, 290]",166,4
jteA,[835],180,1
0DeA,"[5, 1996]",300,2
cNeA,"[26, 1023]",300,2
bUeA,[308],189,1
iPeA,"[11, 511]",286,2
iieA,"[2, 45]",119,2
LyeA,[188],138,1
cVeA,"[18, 67, 1434]",141,3
WveA,"[21, 23, 115, 1246]",300,4
YBeA,"[2, 7]",198,2
uGeA,"[5, 193, 731]",180,3
tHeA,"[9, 10, 37]",258,3
0deA,"[2, 17]",124,2
OWeA,"[9, 10, 34]",297,3
5FeA,"[0, 1, 27]",300,3
nheA,[3],224,1
KfeA,"[0, 538, 811]",258,3
03eA,"[2, 44, 664, 800, 908, 1563]",191,6
qKeA,"[15, 18, 170, 246, 314]",132,5
i5eA,"[436, 1406, 1869]",267,3
JBeA,"[0, 1, 35, 134]",300,4
4teA,"[2, 7, 1892]",252,3
hfeA,"[8, 206]",187,2
PdeA,[1248],170,1
RmeA,[3],128,1
3NeA,"[2, 75, 208, 563]",242,4
kXeA,"[2, 7, 399]",157,3
9neA,[3],252,1
J9eA,"[2, 76, 281, 446, 474]",124,5
ZHeA,"[11, 20, 22, 32, 173, 560, 747, 892, 930]",159,9
GjeA,"[17, 19, 394]",279,3
JOeA,"[0, 643]",264,2
14eA,"[8, 533]",157,2
VXeA,"[26, 574, 596, 609]",251,4
XAeA,"[0, 1, 81, 105, 108, 358, 510]",300,7
6LeA,[5],121,1
l5eA,"[0, 12, 432, 1281]",232,4
IqeA,"[181, 216, 222]",121,3
q2eA,[3822],300,1
aSeA,"[333, 398, 501, 690]",300,4
NReA,[954],188,1
g7eA,"[0, 1, 3311]",300,3
cteA,"[2, 45, 51, 56, 77, 137, 540]",224,7
qieA,[282],202,1
qWeA,[117],157,1
FeeA,"[0, 12]",186,2
